"","species","genus","family","order","class","phylum"
"1452","Trentepohlia umbrina","Trentepohlia","Trentepohliaceae","Trentepohliales","Ulvophyceae","Chlorophyta"
"1453","Collinsiella tuberculata","Collinsiella","Collinsiellaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1454","Eugomontia sacculata","Eugomontia","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1455","Gomontia holdenii","Gomontia","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1456","Gomontia polyrhiza","Gomontia","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1457","Monostroma angicava","Monostroma","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1458","Monostroma arcticum","Monostroma","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1459","Monostroma balticum","Monostroma","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1460","Monostroma bulbosum","Monostroma","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1461","Monostroma bullosum","Monostroma","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1462","Monostroma crepidinium","Monostroma","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1463","Monostroma fractum","Monostroma","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1464","Monostroma grevillei","Monostroma","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1465","Monostroma groenlandicum","Monostroma","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1466","Monostroma hariotii","Monostroma","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1467","Monostroma lactuca","Monostroma","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1468","Monostroma pulchrum","Monostroma","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1469","Monostroma quaternarium","Monostroma","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1470","Monostroma saccodeum","Monostroma","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1471","Monostroma vahlii","Monostroma","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1472","Monostroma zostericola","Monostroma","Gomontiaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1473","Acrosiphonia arcta","Acrosiphonia","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1474","Acrosiphonia grandis","Acrosiphonia","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1475","Acrosiphonia mertensi","Acrosiphonia","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1476","Acrosiphonia setacea","Acrosiphonia","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1477","Acrosiphonia sonderi","Acrosiphonia","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1478","Acrosiphonia spinescens","Acrosiphonia","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1479","Binuclearia lauterbornii","Binuclearia","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1480","Binuclearia tectorum","Binuclearia","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1481","Chlorhormidium catenatum","Chlorhormidium","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1482","Codiolum longipes","Codiolum","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1483","Codiolum pusillum","Codiolum","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1484","Gloeotila protogenita","Gloeotila","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1485","Gloeotila spiroides","Gloeotila","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1486","Gloeotilopsis planctonica","Gloeotilopsis","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1487","Hormidiospora verrucosa","Hormidiospora","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1488","Interfilum terricola","Interfilum","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1489","Spongomorpha aeruginosa","Spongomorpha","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1490","Spongomorpha coalita","Spongomorpha","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1491","Spongomorpha duriuscula","Spongomorpha","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1492","Spongomorpha hystrix","Spongomorpha","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1493","Spongomorpha mertensii","Spongomorpha","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1494","Spongomorpha pacifica","Spongomorpha","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1495","Spongomorpha saxatilis","Spongomorpha","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1496","Spongomorpha uncialis","Spongomorpha","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1497","Ulothrix aequalis","Ulothrix","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1498","Ulothrix cylindrica","Ulothrix","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1499","Ulothrix flacca","Ulothrix","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1500","Ulothrix implexa","Ulothrix","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1501","Ulothrix laetevirens","Ulothrix","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1502","Ulothrix moniliformis","Ulothrix","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1503","Ulothrix mucosa","Ulothrix","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1504","Ulothrix oscillarina","Ulothrix","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1505","Ulothrix palusalsa","Ulothrix","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1506","Ulothrix speciosa","Ulothrix","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1507","Ulothrix subflaccida","Ulothrix","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1508","Ulothrix subtilissima","Ulothrix","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1509","Ulothrix tenerrima","Ulothrix","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1510","Ulothrix tenuissima","Ulothrix","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1511","Ulothrix zonata","Ulothrix","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1512","Urospora bangioides","Urospora","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1513","Urospora doliifera","Urospora","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1514","Urospora grandis","Urospora","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1515","Urospora neglecta","Urospora","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1516","Urospora penicilliformis","Urospora","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1517","Urospora wormskioldii","Urospora","Ulotrichaceae","Ulotrichales","Ulvophyceae","Chlorophyta"
"1518","Bolbocoleon piliferum","Bolbocoleon","Bolbocoleonaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1519","Capsosiphon fulvescens","Capsosiphon","Capsosiphonaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1520","Cloniophora macrocladia","Cloniophora","Cloniophoraceae","Ulvales","Ulvophyceae","Chlorophyta"
"1521","Gayralia brasiliensis","Gayralia","Gayraliaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1522","Gayralia oxysperma","Gayralia","Gayraliaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1523","Protomonostroma undulatum","Protomonostroma","Gayraliaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1524","Blidingia chadefaudii","Blidingia","Kornmanniaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1525","Blidingia marginata","Blidingia","Kornmanniaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1526","Blidingia minima","Blidingia","Kornmanniaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1527","Blidingia ramifera","Blidingia","Kornmanniaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1528","Kornmannia leptoderma","Kornmannia","Kornmanniaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1529","Pseudendoclonium dynamenae","Pseudendoclonium","Kornmanniaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1530","Pseudendoclonium fucicola","Pseudendoclonium","Kornmanniaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1531","Pseudendoclonium marinum","Pseudendoclonium","Kornmanniaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1532","Pseudendoclonium submarinum","Pseudendoclonium","Kornmanniaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1533","Tellamia contorta","Tellamia","Kornmanniaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1534","Monostroma nitidum","Monostroma","Monostromataceae","Ulvales","Ulvophyceae","Chlorophyta"
"1535","Phaeophila dendroides","Phaeophila","Phaeophilaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1536","Chloropelta caespitosa","Chloropelta","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1537","Enteromorpha aureola","Enteromorpha","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1538","Enteromorpha canaliculata","Enteromorpha","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1539","Enteromorpha cruciata","Enteromorpha","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1540","Enteromorpha groenlandica","Enteromorpha","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1541","Enteromorpha hendayensis","Enteromorpha","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1542","Enteromorpha juergensii","Enteromorpha","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1543","Enteromorpha multiramosa","Enteromorpha","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1544","Goniotrichum elegans","Goniotrichum","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1545","Letterstedtia insignis","Letterstedtia","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1546","Lola lubrica","Lola","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1547","Ochlochaete hystrix","Ochlochaete","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1548","Percursaria dawsoni","Percursaria","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1549","Percursaria percursa","Percursaria","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1550","Ruthnielsenia tenuis","Ruthnielsenia","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1551","Ulva angusta","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1552","Ulva aragoensis","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1553","Ulva ardreana","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1554","Ulva australis","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1555","Ulva californica","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1556","Ulva chaetomorphoides","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1557","Ulva clathrata","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1558","Ulva compressa","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1559","Ulva conglobata","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1560","Ulva costata","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1561","Ulva crassa","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1562","Ulva curvata","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1563","Ulva dactylifera","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1564","Ulva enteromorpha","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1565","Ulva expansa","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1566","Ulva fenestrata","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1567","Ulva flexuosa","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1568","Ulva gigantea","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1569","Ulva hookeriana","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1570","Ulva hopkirkii","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1571","Ulva intestinalis","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1572","Ulva intestinaloides","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1573","Ulva kylinii","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1574","Ulva lactuca","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1575","Ulva laetevirens","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1576","Ulva lanceolata","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1577","Ulva lapathifolia","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1578","Ulva latissima","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1579","Ulva linza","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1580","Ulva linzoides","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1581","Ulva lobata","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1582","Ulva ohnoi","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1583","Ulva pertusa","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1584","Ulva polyclada","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1585","Ulva procera","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1586","Ulva prolifera","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1587","Ulva pseudocurvata","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1588","Ulva pseudolinza","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1589","Ulva radiata","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1590","Ulva ralfsii","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1591","Ulva ranunculata","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1592","Ulva reticulata","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1593","Ulva rigida","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1594","Ulva rotundata","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1595","Ulva scandinavica","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1596","Ulva simplex","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1597","Ulva sordida","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1598","Ulva splitiana","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1599","Ulva stenophylla","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1600","Ulva stipitata","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1601","Ulva taeniata","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1602","Ulva tenera","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1603","Ulva torta","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1604","Ulva uncialis","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1605","Ulva vexata","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1606","Ulvaria obscura","Ulvaria","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1607","Ulvaria splendens","Ulvaria","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1608","Umbraulva dangeardii","Umbraulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1609","Umbraulva japonica","Umbraulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1610","Acrochaete flustrae","Acrochaete","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1611","Acrochaete operculata","Acrochaete","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1612","Entocladia cingens","Entocladia","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1613","Entocladia codicola","Entocladia","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1614","Entocladia major","Entocladia","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1615","Entocladia vagans","Entocladia","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1616","Epicladia heterotricha","Epicladia","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1617","Epicladia perforans","Epicladia","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1618","Epicladia phillipsii","Epicladia","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1619","Pringsheimiella scutata","Pringsheimiella","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1620","Pseudodictyon geniculatum","Pseudodictyon","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1621","Pseudopringsheimia confluens","Pseudopringsheimia","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1622","Syncoryne reinkei","Syncoryne","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1623","Ulvella conchicola","Ulvella","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1624","Ulvella heteroclada","Ulvella","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1625","Ulvella inflata","Ulvella","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1626","Ulvella lens","Ulvella","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1627","Ulvella leptochaete","Ulvella","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1628","Ulvella repens","Ulvella","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1629","Ulvella scutata","Ulvella","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1630","Ulvella setchellii","Ulvella","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1631","Ulvella viridis","Ulvella","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1632","Ulvella wittrockii","Ulvella","Ulvellaceae","Ulvales","Ulvophyceae","Chlorophyta"
"1633","Asterocladon rhodochortonoides","Asterocladon","Asterocladaceae","Asterocladales","Phaeophyceae","Ochrophyta"
"1634","Aglaozonia melanoidea","Aglaozonia","Cutleriaceae","Cutleriales","Phaeophyceae","Ochrophyta"
"1635","Cutleria adspersa","Cutleria","Cutleriaceae","Cutleriales","Phaeophyceae","Ochrophyta"
"1636","Cutleria chilosa","Cutleria","Cutleriaceae","Cutleriales","Phaeophyceae","Ochrophyta"
"1637","Cutleria cylindrica","Cutleria","Cutleriaceae","Cutleriales","Phaeophyceae","Ochrophyta"
"1638","Cutleria irregularis","Cutleria","Cutleriaceae","Cutleriales","Phaeophyceae","Ochrophyta"
"1639","Cutleria mollis","Cutleria","Cutleriaceae","Cutleriales","Phaeophyceae","Ochrophyta"
"1640","Cutleria multifida","Cutleria","Cutleriaceae","Cutleriales","Phaeophyceae","Ochrophyta"
"1641","Microzonia vetulina","Microzonia","Cutleriaceae","Cutleriales","Phaeophyceae","Ochrophyta"
"1642","Zanardinia prototypus","Zanardinia","Cutleriaceae","Cutleriales","Phaeophyceae","Ochrophyta"
"1643","Zanardinia typus","Zanardinia","Cutleriaceae","Cutleriales","Phaeophyceae","Ochrophyta"
"1644","Arthrocladia villosa","Arthrocladia","Arthrocladiaceae","Desmarestiales","Phaeophyceae","Ochrophyta"
"1645","Desmarestia aculeata","Desmarestia","Desmarestiaceae","Desmarestiales","Phaeophyceae","Ochrophyta"
"1646","Desmarestia confervoides","Desmarestia","Desmarestiaceae","Desmarestiales","Phaeophyceae","Ochrophyta"
"1647","Desmarestia dresnayi","Desmarestia","Desmarestiaceae","Desmarestiales","Phaeophyceae","Ochrophyta"
"1648","Desmarestia dudresnayi","Desmarestia","Desmarestiaceae","Desmarestiales","Phaeophyceae","Ochrophyta"
"1649","Desmarestia intermedia","Desmarestia","Desmarestiaceae","Desmarestiales","Phaeophyceae","Ochrophyta"
